filename,operation_type,module,function,method_context,line,column,symbol
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,522,28,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,523,24,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,addition,get_principal_curvatures,525,24,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,525,28,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,528,24,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,531,24,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,numpy_ops,np,linalg.inv,get_principal_curvatures,535,16,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,numpy_ops,np,linalg.eig,get_principal_curvatures,536,29,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,addition,get_principal_curvatures,546,22,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,546,22,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,546,52,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,addition,get_principal_curvatures,547,22,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,547,22,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_principal_curvatures,547,52,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,division,get_center_neighbors,580,22,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,division,get_weight_matrix,612,12,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_weight_matrix,619,8,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,division,get_weight_matrix,619,8,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_weight_matrix,620,11,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_weight_matrix,620,19,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,division,get_weight_matrix,621,17,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,get_weight_matrix,621,47,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,power,get_weight_matrix,621,51,**
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,numpy_ops,np,linalg.norm,get_pixel_dist_to_center,641,21,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,subtraction,get_pixel_dist_to_center,641,36,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,subtraction,point_pair_features,657,13,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,scale_clip,688,21,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,scale_clip,690,27,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,addition,log_sign,709,22,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,arithmetic_ops,arithmetic,multiplication,log_sign,710,18,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/sensor_processing.py,import,numpy,np,,12,0,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,addition,get_correct_k_n,33,10,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_correct_k_n,37,18,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,numpy_ops,np,linalg.norm,get_unique_paths,64,27,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_unique_paths,64,42,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,modulo,get_uniform_initial_possible_poses,117,16,%
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,addition,get_uniform_initial_possible_poses,117,17,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,modulo,get_uniform_initial_possible_poses,118,16,%
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,addition,get_uniform_initial_possible_poses,118,17,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,modulo,get_uniform_initial_possible_poses,119,16,%
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,addition,get_uniform_initial_possible_poses,119,17,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,multiplication,add_pose_features_to_tolerances,171,56,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,division,get_scaled_evidences,236,41,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_scaled_evidences,237,16,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_scaled_evidences,238,17,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,multiplication,get_scaled_evidences,240,41,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_scaled_evidences,240,42,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,division,get_scaled_evidences,253,45,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_scaled_evidences,253,46,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_scaled_evidences,254,20,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,multiplication,get_scaled_evidences,257,45,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_scaled_evidences,257,46,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,get_custom_distances,289,18,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,numpy_ops,np,linalg.norm,get_custom_distances,297,22,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,addition,get_custom_distances,306,32,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,multiplication,get_custom_distances,306,50,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,division,get_custom_distances,307,8,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,addition,get_custom_distances,307,13,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,create_exponential_kernel,330,30,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,multiplication,create_exponential_kernel,331,20,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,addition,detect_new_object_k_steps,398,26,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,process_delta_evidence_values,427,17,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,subtraction,find_step_on_new_object,461,15,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,arithmetic_ops,arithmetic,addition,find_step_on_new_object,461,15,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,import,numpy,np,,14,0,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/graph_matching_utils.py,import,scipy.spatial.transform,Rotation,,15,0,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,division,get_angle_beefed_up,113,11,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,numpy_ops,np,linalg.norm,get_angle_beefed_up,113,16,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,division,get_angle_beefed_up,114,11,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,numpy_ops,np,linalg.norm,get_angle_beefed_up,114,16,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,multiplication,get_angle_torch,156,55,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,subtraction,check_orthonormal,160,36,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,numpy_ops,np,linalg.inv,check_orthonormal,160,36,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,subtraction,check_orthonormal,163,29,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,numpy_ops,np,linalg.inv,check_orthonormal,163,29,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,subtraction,check_orthonormal,166,31,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,numpy_ops,np,linalg.norm,check_orthonormal,166,31,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,subtraction,check_orthonormal,169,28,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,numpy_ops,np,linalg.norm,check_orthonormal,169,28,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,subtraction,align_orthonormal_vectors,201,31,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,numpy_ops,np,linalg.cond,non_singular_mat,247,7,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,division,non_singular_mat,247,27,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,multiplication,get_more_directions_in_plane,267,28,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,addition,get_more_directions_in_plane,267,39,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,addition,get_more_directions_in_plane,270,18,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,multiplication,get_more_directions_in_plane,270,18,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,multiplication,get_more_directions_in_plane,270,44,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,modulo,get_unique_rotations,298,33,%
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,modulo,get_unique_rotations,302,33,%
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,multiplication,pose_is_new,318,12,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,subtraction,apply_rf_transform_to_points,421,25,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,subtraction,apply_rf_transform_to_points,425,23,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,addition,apply_rf_transform_to_points,426,22,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,arithmetic_ops,arithmetic,addition,apply_rf_transform_to_points,428,28,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,import,numpy,np,,14,0,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/spatial_arithmetics.py,import,scipy.spatial.transform,Rotation,,16,0,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/transform_utils.py,import,numpy,np,,10,0,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,numpy_ops,np,linalg.norm,already_in_list,73,8,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,subtraction,already_in_list,73,24,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,subtraction,already_in_list,108,28,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,subtraction,already_in_list,109,24,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,subtraction,already_in_list,109,32,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,subtraction,already_in_list,134,24,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,division,remove_close_points,202,50,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,multiplication,remove_close_points,202,61,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,multiplication,remove_close_points,202,72,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,addition,increment_sparse_tensor_by_count,240,17,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,addition,get_cubic_patches,292,29,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,addition,get_cubic_patches,293,29,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,addition,get_cubic_patches,294,29,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,addition,get_cubic_patches,299,18,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,bitwise_or,get_cubic_patches,301,18,|
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,floor_division,pose_vector_mean,334,26,//
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,division,pose_vector_mean,339,23,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,numpy_ops,np,linalg.norm,pose_vector_mean,339,35,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,floor_division,pose_vector_mean,341,33,//
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,division,pose_vector_mean,356,26,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,numpy_ops,np,linalg.norm,pose_vector_mean,356,37,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,division,pose_vector_mean,359,26,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,numpy_ops,np,linalg.norm,pose_vector_mean,359,37,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,multiplication,circular_mean,396,13,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,multiplication,circular_mean,396,13,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,multiplication,circular_mean,401,22,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,division,circular_mean,403,11,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,arithmetic_ops,arithmetic,multiplication,circular_mean,403,25,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/object_model_utils.py,import,numpy,np,,12,0,
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,floor_division,plot_sample_animation,129,10,//
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,plot_sample_animation,149,18,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,plot_sample_animation,149,41,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,plot_sample_animation,150,18,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,plot_sample_animation,150,40,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,plot_sample_animation,151,18,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,plot_sample_animation,151,40,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,multiplication,animate,164,24,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,164,25,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,212,12,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,212,12,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,212,12,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,floor_division,plot_detection_animation,262,10,//
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,multiplication,animate,309,24,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,309,25,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,317,33,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,division,animate,317,33,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,317,39,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,320,33,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,division,animate,320,33,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,animate,320,39,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,division,mark_obs,342,21,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,multiplication,mark_obs,344,33,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,division,mark_obs,352,15,/
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,mark_obs,352,16,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,mark_obs,352,48,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,multiplication,mark_obs,356,16,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,multiplication,mark_obs,357,16,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,multiplication,mark_obs,358,16,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,multiplication,mark_obs,359,16,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,get_model_id,376,23,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,get_action_name,414,34,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,format_ax,458,16,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,format_ax,459,16,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,format_ax,464,16,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,format_ax,465,16,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,format_ax,470,16,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,format_ax,471,16,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,format_ax,480,25,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,multiplication,format_ax,480,30,*
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,get_search_positions,490,21,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,get_match_step,505,15,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,plot_previous_path,531,23,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,plot_previous_path,533,50,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,plot_previous_path,534,50,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,plot_previous_path,535,50,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,add_patch_outline_to_view_finder,544,9,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,floor_division,add_patch_outline_to_view_finder,544,30,//
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,subtraction,add_patch_outline_to_view_finder,545,9,-
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,floor_division,add_patch_outline_to_view_finder,545,30,//
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,addition,add_patch_outline_to_view_finder,546,9,+
/Users/hlee/tbp/tbp.monty/src/tbp/monty/frameworks/utils/plot_utils.py,arithmetic_ops,arithmetic,floor_division,add_patch_outline_to_view_finder,546,30,//
